0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909
0.002840909	0.002840909	0.002840909	0.002840909	0.005681818	0.005681818	0.005681818	0.002840909	0.002840909	0.002840909	0.002840909
0.002840909	0.002840909	0.005681818	0.005681818	0.008522728	0.008522728	0.008522728	0.005681818	0.005681818	0.002840909	0.002840909
0.002840909	0.005681818	0.005681818	0.008522728	0.01136364	0.01136364	0.01136364	0.008522728	0.005681818	0.005681818	0.002840909
0.002840909	0.005681818	0.008522728	0.01136364	0.01420455	0.01704546	0.01420455	0.01136364	0.008522728	0.005681818	0.002840909
0.002840909	0.005681818	0.008522728	0.01136364	0.01704546	0.2840909	0.01704546	0.01136364	0.008522728	0.005681818	0.002840909
0.002840909	0.005681818	0.008522728	0.01136364	0.01420455	0.01704546	0.01420455	0.01136364	0.008522728	0.005681818	0.002840909
0.002840909	0.005681818	0.005681818	0.008522728	0.01136364	0.01136364	0.01136364	0.008522728	0.005681818	0.005681818	0.002840909
0.002840909	0.002840909	0.005681818	0.005681818	0.008522728	0.008522728	0.008522728	0.005681818	0.005681818	0.002840909	0.002840909
0.002840909	0.002840909	0.002840909	0.002840909	0.005681818	0.005681818	0.005681818	0.002840909	0.002840909	0.002840909	0.002840909
0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909	0.002840909
